datetime,training_steps,game_length,game_result,num_passes,black_elo_rating,white_elo_rating,value_mse_error,policy_entropy,policy_top_1_accuracy,policy_top_3_accuracy,policy_top_5_accuracy
2026-06-27 17:18:46,1000,152,B+3.5,32,16.0,-15.263693206478006,0.9919090515420308,4.3439299564629525,0.02907778428251414,0.06027632765163427,0.09308116459509629
2026-06-27 21:49:51,2000,119,B+3.5,15,32.0,0.7363067935219938,0.9216574290068273,4.11576090695991,0.03334833185767207,0.09911121647708855,0.15676522148627312
2026-06-28 02:20:37,3000,64,B+5.5,13,48.0,16.736306793521994,0.9134510944049885,3.835801162449894,0.062884135593111,0.16810120294616174,0.25584902130596826
2026-06-28 06:51:03,4000,116,W+0.5,19,32.73630679352199,64.0,0.9321807068096803,3.540214147655432,0.09196514536473024,0.21710122068635182,0.313074036264174
2026-06-28 11:25:54,5000,152,B+4.5,28,48.73630679352199,17.472613587043984,0.9005992625065631,3.3104442562531147,0.1151854414323752,0.26145814685974444,0.36581078313262727
