datetime,game_length,game_result,game_simulations,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2026-06-27 14:48:44,89,B+18.5,2338,2,True,False,False,,-1,14.7127,0
2026-06-27 14:48:51,71,B+2.5,1935,2,True,False,False,,-1,10.9343,0
2026-06-27 14:49:05,125,B+21.5,3889,5,True,False,False,,-1,11.7059,0
2026-06-27 14:49:19,131,B+6.5,4162,5,True,False,False,,-1,12.4111,0
2026-06-27 14:49:31,117,W+50.5,3411,2,True,False,False,,-1,12.382,0
2026-06-27 14:49:48,149,B+45.5,4770,5,True,False,False,,-1,13.0873,0
2026-06-27 14:49:51,23,W+6.5,704,2,True,False,False,,-1,11.6412,0
2026-06-27 14:49:54,28,W+7.5,587,2,True,False,False,,-1,10.5139,0
2026-06-27 14:49:59,50,W+8.5,1313,3,True,False,False,,-1,9.9931,0
2026-06-27 14:50:14,125,B+15.5,4261,4,True,False,False,,-1,10.4536,0
2026-06-27 14:50:18,38,W+5.5,957,2,True,False,False,,-1,9.8608,0
2026-06-27 14:50:25,56,W+9.5,1668,2,True,False,False,,-1,9.6219,0
2026-06-27 14:50:30,50,W+11.5,1101,2,True,False,False,,-1,9.2644,0
2026-06-27 14:50:37,66,W+11.5,1824,3,True,False,False,,-1,9.14,0
2026-06-27 14:50:54,161,W+37.5,4804,3,True,False,False,,-1,9.6255,0
2026-06-27 14:51:00,56,W+7.5,1477,2,True,False,False,,-1,9.4128,0
2026-06-27 14:51:07,58,W+7.5,1482,2,True,False,False,,-1,9.2372,0
2026-06-27 14:51:13,56,W+5.5,1553,2,True,False,False,,-1,9.0883,0
2026-06-27 14:51:18,58,W+11.5,1080,2,True,False,False,,-1,8.8903,0
2026-06-27 14:51:27,80,W+11.5,1963,3,True,False,False,,-1,8.8526,0
2026-06-27 14:51:40,119,B+35.5,3685,5,True,False,False,,-1,9.0464,0
2026-06-27 14:51:47,63,B+2.5,1736,2,True,False,False,,-1,8.9683,0
2026-06-27 14:51:58,94,B+7.5,2921,2,True,False,False,,-1,9.0491,0
2026-06-27 14:52:04,56,W+9.5,1560,2,True,False,False,,-1,8.9452,0
2026-06-27 14:52:13,85,B+14.5,2256,2,True,False,False,,-1,8.9419,0
2026-06-27 14:52:26,115,B+37.5,3694,2,True,False,False,,-1,9.0931,0
2026-06-27 14:52:40,127,B+45.5,4144,3,True,False,False,,-1,9.2862,0
2026-06-27 14:52:54,125,B+29.5,3679,2,True,False,False,,-1,9.4307,0
2026-06-27 14:53:04,102,W+16.5,2970,3,True,False,False,,-1,9.4708,0
2026-06-27 14:53:12,74,W+4.5,2010,3,True,False,False,,-1,9.4266,0
2026-06-27 14:53:24,106,W+16.5,3477,3,True,False,False,,-1,9.4878,0
2026-06-27 14:53:28,36,W+7.5,865,2,True,False,False,,-1,9.3162,0
2026-06-27 14:53:41,128,W+46.5,3696,3,True,False,False,,-1,9.4515,0
2026-06-27 14:53:49,67,W+5.5,1757,7,True,False,False,,-1,9.3942,0
2026-06-27 14:53:56,69,B+4.5,1605,2,True,False,False,,-1,9.3253,0
2026-06-27 14:54:04,74,W+11.5,1864,2,True,False,False,,-1,9.2847,0
2026-06-27 14:54:16,119,B+31.5,3476,2,True,False,False,,-1,9.3586,0
2026-06-27 14:54:29,116,W+47.5,3485,3,True,False,False,,-1,9.4556,0
2026-06-27 14:54:39,85,W+31.5,2548,4,True,False,False,,-1,9.4659,0
2026-06-27 14:54:55,149,B+56.5,4697,4,True,False,False,,-1,9.631,0
2026-06-27 14:55:03,65,W+2.5,1952,3,True,False,False,,-1,9.59,0
2026-06-27 14:55:20,162,B+54.5,5155,2,True,False,False,,-1,9.7804,0
2026-06-27 14:55:34,130,W+49.5,3793,5,True,False,False,,-1,9.8745,0
