datetime,training_steps,game_length,game_result,num_passes,black_elo_rating,white_elo_rating,value_mse_error,policy_entropy,policy_top_1_accuracy,policy_top_3_accuracy,policy_top_5_accuracy
2026-05-27 17:32:02,1000,150,B+49.5,2,16.0,-15.263693206478006,1.229041094855801,4.396782844563377,0.027140878074899084,0.044479494759386576,0.06169231736877501
2026-05-27 17:33:30,2000,84,W+7.5,2,0.7363067935219938,32.0,1.3236509206958633,4.327337051440302,0.027140878074899084,0.04443111242281001,0.06198744962189204
