datetime,training_steps,policy_loss,value_loss,learning_rate,total_games,total_samples
2026-06-27 22:05:35,200,4.3596978187561035,0.8454908132553101,0.01,20000,2040342
2026-06-27 22:05:56,400,4.334566116333008,0.8296881914138794,0.01,20000,2040342
2026-06-27 22:06:16,600,4.367945671081543,0.8348528742790222,0.01,20000,2040342
2026-06-27 22:06:36,800,4.294232368469238,0.8152323365211487,0.01,20000,2040342
2026-06-27 22:06:56,1000,4.267826557159424,0.8112642168998718,0.01,20000,2040342
2026-06-27 23:35:35,1200,4.133642196655273,0.8455761075019836,0.01,25000,2596109
2026-06-27 23:35:54,1400,4.049081802368164,0.8165903687477112,0.01,25000,2596109
2026-06-27 23:36:14,1600,3.938753604888916,0.7911617755889893,0.01,25000,2596109
2026-06-27 23:36:32,1800,3.845325231552124,0.8411887884140015,0.01,25000,2596109
2026-06-27 23:36:52,2000,3.771667957305908,0.7967718243598938,0.01,25000,2596109
2026-06-28 01:51:27,2200,3.588599681854248,0.842677116394043,0.01,30000,3156641
2026-06-28 01:51:46,2400,3.5423073768615723,0.8332382440567017,0.01,30000,3156641
2026-06-28 01:52:04,2600,3.5835132598876953,0.8283771872520447,0.01,30000,3156641
2026-06-28 01:52:22,2800,3.4101197719573975,0.8229275941848755,0.01,30000,3156641
2026-06-28 01:52:40,3000,3.4820773601531982,0.8163007497787476,0.01,30000,3156641
2026-06-28 04:41:47,3200,3.4052956104278564,0.8173729181289673,0.01,35000,3743017
2026-06-28 04:42:07,3400,3.3744893074035645,0.8409701585769653,0.01,35000,3743017
2026-06-28 04:42:27,3600,3.2885656356811523,0.842370331287384,0.01,35000,3743017
2026-06-28 04:42:48,3800,3.284493923187256,0.7859651446342468,0.01,35000,3743017
2026-06-28 04:43:08,4000,3.3924026489257812,0.7992950081825256,0.01,35000,3743017
2026-06-28 07:55:41,4200,3.2827529907226562,0.7869627475738525,0.01,40000,4334097
2026-06-28 07:56:02,4400,3.070512533187866,0.769282877445221,0.01,40000,4334097
2026-06-28 07:56:22,4600,3.1366610527038574,0.7537172436714172,0.01,40000,4334097
2026-06-28 07:56:43,4800,3.153109550476074,0.7556867599487305,0.01,40000,4334097
2026-06-28 07:57:03,5000,3.270905017852783,0.7837495803833008,0.01,40000,4334097
2026-06-28 11:09:26,5200,3.1476407051086426,0.8202276229858398,0.01,45000,4929670
2026-06-28 11:09:45,5400,3.122835874557495,0.7477911710739136,0.01,45000,4929670
2026-06-28 11:10:05,5600,3.121750831604004,0.7717419862747192,0.01,45000,4929670
2026-06-28 11:10:24,5800,3.0904054641723633,0.7341338992118835,0.01,45000,4929670
2026-06-28 11:10:44,6000,3.1852777004241943,0.770755410194397,0.01,45000,4929670
2026-06-28 14:22:57,6200,2.9866623878479004,0.7394006252288818,0.01,50000,5512783
2026-06-28 14:23:16,6400,2.998385190963745,0.7707559466362,0.01,50000,5512783
2026-06-28 14:23:36,6600,2.9581212997436523,0.7515043020248413,0.01,50000,5512783
2026-06-28 14:23:55,6800,3.0448670387268066,0.7635610699653625,0.01,50000,5512783
2026-06-28 14:24:15,7000,2.9949116706848145,0.7659474611282349,0.01,50000,5512783
