datetime,training_steps,policy_loss,value_loss,learning_rate,total_games,total_samples
2026-05-27 17:31:14,200,4.403703689575195,0.8843289613723755,0.01,100,10237
2026-05-27 17:31:22,400,4.3900675773620605,0.5158247351646423,0.01,100,10237
2026-05-27 17:31:29,600,4.399328231811523,0.7193166017532349,0.01,100,10237
2026-05-27 17:31:36,800,4.390100479125977,0.33996403217315674,0.01,100,10237
2026-05-27 17:31:44,1000,4.385164737701416,0.24556761980056763,0.01,100,10237
2026-05-27 17:32:11,1200,4.347153663635254,0.6988559365272522,0.01,200,13643
2026-05-27 17:32:18,1400,4.303356647491455,0.3138367533683777,0.01,200,13643
2026-05-27 17:32:25,1600,4.309519290924072,0.21315951645374298,0.01,200,13643
2026-05-27 17:32:32,1800,4.307749271392822,0.22827374935150146,0.01,200,13643
2026-05-27 17:32:39,2000,4.317205905914307,0.6182044744491577,0.01,200,13643
2026-05-27 17:33:07,2200,4.231125354766846,0.3276151120662689,0.01,300,17293
2026-05-27 17:33:15,2400,4.246973037719727,0.2801651060581207,0.01,300,17293
2026-05-27 17:33:24,2600,4.22501802444458,0.6538771390914917,0.01,300,17293
2026-05-27 17:33:32,2800,4.235440731048584,0.2056964933872223,0.01,300,17293
2026-05-27 17:33:39,3000,4.2462158203125,0.17716427147388458,0.01,300,17293
2026-05-27 17:34:06,3200,4.210713863372803,0.682191789150238,0.01,400,20760
