vanilla_az,top_k_az,top_bot_k_az,rl_az,rand_az
72353.0,50757.0,43913.0,81288.0,46501.0
8057947.0,5584722.0,4538558.0,5397453.0,5155559.0
1611589400.0,1038874885.0,1092512358.0,1131621377.0,1033063100.0
200.0,186.02,240.72,209.66,200.38
