datetime,training_steps,game_length,game_result,num_passes,black_elo_rating,white_elo_rating,certainty_mse_error,value_mse_error,policy_entropy,policy_top_1_accuracy,policy_top_3_accuracy,policy_top_5_accuracy
2026-06-25 18:27:59,1000,162,B+3.5,27,16.0,-15.263693206478006,0.11469901027003723,0.9293623276234364,4.3634357139956546,0.02751180932198606,0.056770220994386035,0.08480778504050408
2026-06-25 21:20:11,2000,55,B+2.5,7,32.0,0.7363067935219938,0.1216153959487934,0.926626184136426,4.157865996815737,0.033470900443666025,0.09825807460878849,0.15432836446736692
2026-06-26 00:16:15,3000,162,B+0.5,26,48.0,16.736306793521994,0.1975624473176675,0.9126661037904688,3.890540762052418,0.06404853716005361,0.17380386768398592,0.2627386660344708
2026-06-26 03:01:14,4000,3,B+73.5,2,64.0,32.73630679352199,0.28985384958144017,0.9399555929684993,3.69590354528564,0.09107007213806384,0.22196042002319127,0.3249809292956661
2026-06-26 05:40:22,5000,110,B+0.5,15,80.0,48.73630679352199,0.3282425033878739,0.9462226100221893,3.390942107078855,0.1015093676267335,0.24993186154265468,0.3607290250475356
2026-06-26 07:32:35,6000,25,B+2.5,11,96.0,64.73630679352199,0.34373790431742174,0.9881375015421869,3.2452811996048827,0.12153804222487788,0.274587500262071,0.3850863060247298
