datetime,black,black_ckpt,black_sim,white,white_ckpt,white_sim,game,game_result,game_length
2026-06-29 01:39:32,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,19439,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,11847,0,W+0.5,117
2026-06-29 01:41:21,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,19281,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,14441,1,B+1.5,117
2026-06-29 01:42:59,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,16986,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,14862,2,B+0.5,104
2026-06-29 01:45:05,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,22014,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,16185,3,W+0.5,137
2026-06-29 01:46:55,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,18943,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,16308,4,W+1.5,123
2026-06-29 01:48:47,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,18639,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,16890,5,B+2.5,124
2026-06-29 01:50:47,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,20369,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,15762,6,W+0.5,133
2026-06-29 01:52:19,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,17853,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,10878,7,W+0.5,111
2026-06-29 01:53:54,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,16798,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,14137,8,B+5.5,105
2026-06-29 01:55:52,4,./../results/rand_alpha_zero_28/checkpoints/go/9x9/training_steps_6000.ckpt,19938,0,./../results/vanilla_alpha_zero_28/checkpoints/go/9x9/training_steps_4000.ckpt,16206,9,B+9.5,128
