datetime,game_length,game_result,game_simulations,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2026-06-25 09:19:40,120,B+2.5,25084,14,True,False,False,,-1,106.0974,0
2026-06-25 09:21:17,103,B+3.5,21548,10,True,False,False,,-1,101.3807,0
2026-06-25 09:23:13,117,B+6.5,24460,14,True,False,False,,-1,106.4863,0
2026-06-25 09:24:24,61,B+0.5,12812,7,True,False,False,,-1,97.4355,0
2026-06-25 09:26:12,126,B+1.5,26332,16,True,False,False,,-1,99.6241,0
2026-06-25 09:28:17,131,B+2.5,27372,15,True,False,False,,-1,103.9261,0
2026-06-25 09:30:07,141,W+4.5,29452,20,True,False,False,,-1,104.7301,0
2026-06-25 09:31:36,97,W+0.5,20300,8,True,False,False,,-1,102.785,0
2026-06-25 09:33:25,112,B+0.5,23420,12,True,False,False,,-1,103.4159,0
2026-06-25 09:35:24,122,B+1.5,25500,8,True,False,False,,-1,105.0606,0
2026-06-25 09:36:17,47,B+0.5,9900,10,True,False,False,,-1,100.3309,0
2026-06-25 09:38:26,162,B+24.5,33820,24,True,False,False,,-1,102.6959,0
2026-06-25 09:40:07,112,B+0.5,23420,9,True,False,False,,-1,102.5635,0
2026-06-25 09:41:57,133,W+1.5,27788,16,True,False,False,,-1,103.0632,0
2026-06-25 09:42:32,31,W+3.5,6572,5,True,False,False,,-1,98.5567,0
2026-06-25 09:44:09,110,B+4.5,23004,16,True,False,False,,-1,98.4551,0
2026-06-25 09:44:59,40,W+4.5,8444,5,True,False,False,,-1,95.6011,0
2026-06-25 09:45:54,47,B+1.5,9900,8,True,False,False,,-1,93.3289,0
2026-06-25 09:46:39,39,B+1.5,8236,6,True,False,False,,-1,90.7761,0
2026-06-25 09:47:07,24,W+7.5,5116,2,True,False,False,,-1,87.682,0
2026-06-25 09:47:34,20,W+7.5,4284,2,True,False,False,,-1,84.7786,0
2026-06-25 09:48:17,35,B+0.5,7404,8,True,False,False,,-1,82.8606,0
2026-06-25 09:48:58,32,W+6.5,6780,3,True,False,False,,-1,81.0291,0
2026-06-25 09:50:51,139,W+6.5,29036,26,True,False,False,,-1,82.3796,0
2026-06-25 09:52:45,138,B+6.5,28828,20,True,False,False,,-1,83.6582,0
2026-06-25 09:53:22,31,W+5.5,6572,3,True,False,False,,-1,81.8402,0
2026-06-25 09:55:03,112,B+14.5,23420,15,True,False,False,,-1,82.5475,0
2026-06-25 09:56:07,53,B+1.5,11148,9,True,False,False,,-1,81.9043,0
2026-06-25 09:57:08,58,W+0.5,12188,7,True,False,False,,-1,81.1804,0
2026-06-25 09:57:57,39,B+0.5,8236,9,True,False,False,,-1,80.1114,0
2026-06-25 10:00:18,158,B+26.5,32988,16,True,False,False,,-1,82.0599,0
2026-06-25 10:00:53,26,W+8.5,5532,2,True,False,False,,-1,80.6022,0
2026-06-25 10:02:31,121,W+2.5,25292,15,True,False,False,,-1,81.1132,0
2026-06-25 10:04:00,73,B+6.5,15308,8,True,False,False,,-1,81.3609,0
2026-06-25 10:06:06,122,B+2.5,25500,15,True,False,False,,-1,82.6231,0
2026-06-25 10:06:47,33,B+0.5,6988,9,True,False,False,,-1,81.4774,0
