datetime,game_length,game_result,game_simulations,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2026-06-25 09:21:18,162,W+48.5,33573,4,True,False,False,,-1,196.1999,0
2026-06-25 09:22:31,56,W+3.5,11525,2,True,False,False,,-1,134.4623,0
2026-06-25 09:24:27,96,B+2.5,19845,2,True,False,False,,-1,128.3692,0
2026-06-25 09:26:19,88,W+6.5,18181,4,True,False,False,,-1,124.1216,0
2026-06-25 09:28:23,111,W+2.5,22965,3,True,False,False,,-1,124.0775,0
2026-06-25 09:29:42,62,W+11.5,12773,2,True,False,False,,-1,116.6891,0
2026-06-25 09:31:50,104,W+24.5,21509,3,True,False,False,,-1,118.2119,0
2026-06-25 09:34:41,162,B+23.5,33573,8,True,False,False,,-1,124.8989,0
2026-06-25 09:36:18,74,W+3.5,15269,2,True,False,False,,-1,121.6903,0
2026-06-25 09:38:21,107,W+2.5,22133,5,True,False,False,,-1,121.8301,0
2026-06-25 09:40:18,98,B+13.5,20261,4,True,False,False,,-1,121.434,0
2026-06-25 09:42:09,86,W+4.5,17765,5,True,False,False,,-1,120.5515,0
2026-06-25 09:45:18,162,W+47.5,33573,4,True,False,False,,-1,125.8537,0
2026-06-25 09:47:14,99,W+13.5,20469,4,True,False,False,,-1,125.1388,0
2026-06-25 09:49:15,102,W+4.5,21093,2,True,False,False,,-1,124.8727,0
2026-06-25 09:51:13,103,W+2.5,21301,5,True,False,False,,-1,124.4055,0
2026-06-25 09:53:00,84,W+5.5,17349,2,True,False,False,,-1,123.398,0
2026-06-25 09:55:33,134,B+19.5,27749,4,True,False,False,,-1,125.0371,0
2026-06-25 09:56:46,56,W+10.5,11525,3,True,False,False,,-1,122.2747,0
2026-06-25 09:58:39,99,W+1.5,20469,4,True,False,False,,-1,121.8558,0
2026-06-25 10:00:29,88,W+18.5,18181,3,True,False,False,,-1,121.2568,0
2026-06-25 10:01:41,56,W+2.5,11525,3,True,False,False,,-1,119.0297,0
2026-06-25 10:03:40,107,B+9.5,22133,9,True,False,False,,-1,119.0064,0
2026-06-25 10:06:14,132,B+26.5,27333,4,True,False,False,,-1,120.4739,0
2026-06-25 10:07:44,70,W+6.5,14437,2,True,False,False,,-1,119.2843,0
2026-06-25 10:10:11,131,B+33.5,27125,6,True,False,False,,-1,120.3304,0
2026-06-25 10:12:09,97,W+14.5,20053,7,True,False,False,,-1,120.2364,0
2026-06-25 10:14:50,137,W+49.5,28373,3,True,False,False,,-1,121.7021,0
2026-06-25 10:17:01,110,W+8.5,22757,4,True,False,False,,-1,122.0073,0
2026-06-25 10:19:46,145,B+29.5,30037,4,True,False,False,,-1,123.4377,0
2026-06-25 10:22:02,118,B+18.5,24421,5,True,False,False,,-1,123.8707,0
2026-06-25 10:24:24,122,B+11.5,25253,7,True,False,False,,-1,124.4383,0
2026-06-25 10:25:52,68,W+11.5,14021,5,True,False,False,,-1,123.3349,0
2026-06-25 10:27:54,102,B+6.5,21093,2,True,False,False,,-1,123.2748,0
2026-06-25 10:29:24,70,W+5.5,14437,2,True,False,False,,-1,122.3405,0
2026-06-25 10:31:59,144,W+44.5,29829,7,True,False,False,,-1,123.2441,0
2026-06-25 10:33:56,94,W+15.5,19429,2,True,False,False,,-1,123.0599,0
2026-06-25 10:36:38,137,B+48.5,28373,6,True,False,False,,-1,124.0931,0
2026-06-25 10:38:43,109,B+7.5,22549,2,True,False,False,,-1,124.1148,0
2026-06-25 10:41:43,155,W+60.5,32117,5,True,False,False,,-1,125.5178,0
2026-06-25 10:44:30,145,B+38.5,30037,4,True,False,False,,-1,126.522,0
2026-06-25 10:47:35,162,W+48.5,33573,2,True,False,False,,-1,127.9278,0
2026-06-25 10:49:39,111,W+4.5,22965,3,True,False,False,,-1,127.8271,0
2026-06-25 10:51:54,118,B+13.5,24421,4,True,False,False,,-1,127.9906,0
2026-06-25 10:53:33,76,W+12.5,15685,2,True,False,False,,-1,127.3382,0
2026-06-25 10:55:36,98,W+5.5,20261,2,True,False,False,,-1,127.2506,0
2026-06-25 10:57:40,109,W+9.5,22549,8,True,False,False,,-1,127.1902,0
2026-06-25 10:59:29,93,W+9.5,19221,5,True,False,False,,-1,126.8044,0
2026-06-25 11:01:59,126,W+39.5,26085,4,True,False,False,,-1,127.2711,0
2026-06-25 11:03:34,74,W+8.5,15269,3,True,False,False,,-1,126.6347,0
2026-06-25 11:06:08,133,B+31.5,27541,5,True,False,False,,-1,127.165,0
2026-06-25 11:06:59,40,W+8.5,8197,2,True,False,False,,-1,125.7072,0
