datetime,game_length,game_result,game_simulations,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2026-06-27 16:21:05,122,W+28.5,26843,4,True,False,False,,-1,34.592,0
2026-06-27 16:21:58,151,W+51.5,27159,3,True,False,False,,-1,43.7577,0
2026-06-27 16:22:35,106,B+9.5,20975,2,True,False,False,,-1,41.697,0
2026-06-27 16:23:11,84,W+12.5,17853,2,True,False,False,,-1,40.308,0
2026-06-27 16:24:07,162,W+32.5,34926,2,True,False,False,,-1,43.4082,0
2026-06-27 16:24:42,97,B+1.5,20119,2,True,False,False,,-1,41.8874,0
2026-06-27 16:25:42,162,W+42.5,30646,7,True,False,False,,-1,44.5809,0
2026-06-27 16:26:42,162,W+32.5,33742,2,True,False,False,,-1,46.5019,0
2026-06-27 16:27:38,156,B+40.5,31785,8,True,False,False,,-1,47.5389,0
2026-06-27 16:28:30,139,W+46.5,27914,5,True,False,False,,-1,48.0148,0
2026-06-27 16:29:22,162,B+70.5,34002,17,True,False,False,,-1,48.341,0
2026-06-27 16:30:09,142,W+65.5,27337,11,True,False,False,,-1,48.2692,0
2026-06-27 16:30:42,94,W+12.5,17507,4,True,False,False,,-1,47.0603,0
2026-06-27 16:31:44,162,B+26.5,32669,4,True,False,False,,-1,48.1062,0
2026-06-27 16:32:35,138,W+59.5,25213,2,True,False,False,,-1,48.3464,0
2026-06-27 16:33:29,155,B+63.5,30382,12,True,False,False,,-1,48.6501,0
2026-06-27 16:34:14,100,B+11.5,20259,3,True,False,False,,-1,48.4395,0
2026-06-27 16:35:05,139,B+24.5,27661,6,True,False,False,,-1,48.6077,0
2026-06-27 16:36:02,162,B+66.5,33376,13,True,False,False,,-1,49.0397,0
2026-06-27 16:36:39,100,B+9.5,19830,2,True,False,False,,-1,48.4254,0
2026-06-27 16:37:24,115,B+14.5,23807,3,True,False,False,,-1,48.2823,0
2026-06-27 16:38:23,151,W+28.5,29332,3,True,False,False,,-1,48.7385,0
2026-06-27 16:38:58,94,W+14.5,19547,4,True,False,False,,-1,48.1515,0
2026-06-27 16:39:46,138,B+35.5,30936,8,True,False,False,,-1,48.1525,0
2026-06-27 16:40:22,90,B+4.5,19040,3,True,False,False,,-1,47.6564,0
