datetime,game_length,game_result,game_simulations,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2026-06-27 16:21:17,50,W+10.5,10098,2,True,False,False,,-1,40.2099,0
2026-06-27 16:21:37,36,W+8.5,7182,3,True,False,False,,-1,30.3976,0
2026-06-27 16:22:34,103,B+11.5,19711,4,True,False,False,,-1,39.2505,0
2026-06-27 16:23:38,111,W+10.5,22122,6,True,False,False,,-1,45.2225,0
2026-06-27 16:24:40,107,B+7.5,22506,6,True,False,False,,-1,48.6174,0
2026-06-27 16:25:38,79,B+3.5,17073,7,True,False,False,,-1,50.2249,0
2026-06-27 16:26:17,69,B+1.5,13368,4,True,False,False,,-1,48.6148,0
2026-06-27 16:27:07,104,B+1.5,21091,4,True,False,False,,-1,48.7873,0
2026-06-27 16:28:19,135,W+2.5,29970,6,True,False,False,,-1,51.3621,0
2026-06-27 16:28:51,66,W+9.5,12199,3,True,False,False,,-1,49.4667,0
2026-06-27 16:29:23,66,W+7.5,12173,3,True,False,False,,-1,47.8445,0
2026-06-27 16:29:55,60,W+4.5,11377,2,True,False,False,,-1,46.525,0
2026-06-27 16:30:46,113,B+3.5,22123,4,True,False,False,,-1,46.908,0
2026-06-27 16:31:57,124,B+32.5,25977,8,True,False,False,,-1,48.5794,0
2026-06-27 16:32:44,81,B+3.5,16422,8,True,False,False,,-1,48.4735,0
2026-06-27 16:33:14,59,B+3.5,11042,2,True,False,False,,-1,47.3509,0
2026-06-27 16:34:04,117,W+0.5,21690,12,True,False,False,,-1,47.4795,0
2026-06-27 16:34:54,105,W+0.5,21577,6,True,False,False,,-1,47.6302,0
2026-06-27 16:35:35,81,B+2.5,15854,5,True,False,False,,-1,47.2979,0
2026-06-27 16:36:26,96,W+13.5,18990,6,True,False,False,,-1,47.4815,0
2026-06-27 16:37:06,68,W+11.5,14659,3,True,False,False,,-1,47.0896,0
2026-06-27 16:37:57,126,B+1.5,24619,8,True,False,False,,-1,47.2988,0
2026-06-27 16:38:36,73,B+4.5,15336,6,True,False,False,,-1,46.9458,0
2026-06-27 16:39:18,84,W+4.5,16469,3,True,False,False,,-1,46.7362,0
2026-06-27 16:40:10,117,W+5.5,22713,6,True,False,False,,-1,46.9265,0
2026-06-27 16:41:01,90,W+15.5,18357,4,True,False,False,,-1,47.071,0
2026-06-27 16:41:41,81,B+0.5,15180,3,True,False,False,,-1,46.8409,0
2026-06-27 16:42:23,89,B+0.5,16889,2,True,False,False,,-1,46.6511,0
2026-06-27 16:43:13,103,W+8.5,22086,4,True,False,False,,-1,46.7799,0
2026-06-27 16:44:17,127,B+12.5,26894,7,True,False,False,,-1,47.3495,0
2026-06-27 16:44:32,28,W+7.5,5975,2,True,False,False,,-1,46.3059,0
2026-06-27 16:45:25,112,B+13.5,22642,9,True,False,False,,-1,46.5167,0
2026-06-27 16:46:17,89,B+16.5,17936,15,True,False,False,,-1,46.6688,0
2026-06-27 16:46:58,74,W+10.5,14490,4,True,False,False,,-1,46.5129,0
2026-06-27 16:47:34,68,W+1.5,13269,4,True,False,False,,-1,46.2145,0
2026-06-27 16:48:35,127,W+8.5,24671,12,True,False,False,,-1,46.6112,0
2026-06-27 16:49:10,76,W+3.5,13109,3,True,False,False,,-1,46.3113,0
2026-06-27 16:49:54,98,B+3.5,19555,5,True,False,False,,-1,46.2344,0
2026-06-27 16:50:53,99,B+11.5,20061,7,True,False,False,,-1,46.558,0
2026-06-27 16:51:36,81,B+11.5,16035,3,True,False,False,,-1,46.492,0
2026-06-27 16:52:23,79,B+0.5,16938,5,True,False,False,,-1,46.4952,0
2026-06-27 16:52:53,62,W+9.5,11075,3,True,False,False,,-1,46.1008,0
2026-06-27 16:53:22,52,W+6.5,10337,2,True,False,False,,-1,45.7132,0
2026-06-27 16:54:15,111,W+4.5,21961,8,True,False,False,,-1,45.8707,0
2026-06-27 16:54:48,58,W+11.5,11477,3,True,False,False,,-1,45.5783,0
2026-06-27 16:55:39,120,W+10.5,21530,10,True,False,False,,-1,45.7088,0
2026-06-27 16:56:16,64,W+14.5,13217,2,True,False,False,,-1,45.5136,0
2026-06-27 16:56:38,38,W+5.5,7728,2,True,False,False,,-1,45.0259,0
2026-06-27 16:57:09,58,W+9.5,11098,2,True,False,False,,-1,44.7473,0
2026-06-27 16:57:45,66,W+15.5,13160,4,True,False,False,,-1,44.5653,0
2026-06-27 16:58:40,119,W+0.5,24954,12,True,False,False,,-1,44.762,0
2026-06-27 16:59:27,89,B+5.5,18404,8,True,False,False,,-1,44.8208,0
2026-06-27 17:00:06,75,B+2.5,13382,5,True,False,False,,-1,44.6934,0
2026-06-27 17:00:38,65,B+0.5,12607,5,True,False,False,,-1,44.4663,0
2026-06-27 17:01:25,99,B+5.5,19949,4,True,False,False,,-1,44.5179,0
2026-06-27 17:01:35,20,W+8.5,3514,2,True,False,False,,-1,43.8892,0
2026-06-27 17:02:13,73,B+7.5,14953,4,True,False,False,,-1,43.7873,0
2026-06-27 17:02:50,70,W+8.5,13135,6,True,False,False,,-1,43.6776,0
2026-06-27 17:03:47,105,B+18.5,23100,5,True,False,False,,-1,43.899,0
2026-06-27 17:04:19,60,W+4.5,11997,2,True,False,False,,-1,43.6974,0
2026-06-27 17:05:06,84,W+11.5,16918,5,True,False,False,,-1,43.7525,0
2026-06-27 17:05:49,85,B+4.5,17465,4,True,False,False,,-1,43.7462,0
2026-06-27 17:06:43,109,W+8.5,21480,8,True,False,False,,-1,43.9069,0
2026-06-27 17:07:24,70,W+8.5,13990,2,True,False,False,,-1,43.8585,0
2026-06-27 17:08:18,99,W+22.5,21257,3,True,False,False,,-1,44.0224,0
2026-06-27 17:09:12,109,B+10.5,22124,7,True,False,False,,-1,44.1634,0
2026-06-27 17:10:00,108,W+0.5,21503,10,True,False,False,,-1,44.2242,0
2026-06-27 17:10:51,114,B+15.5,20347,9,True,False,False,,-1,44.3214,0
2026-06-27 17:11:36,79,B+4.5,15152,5,True,False,False,,-1,44.3289,0
2026-06-27 17:12:24,76,W+1.5,16573,3,True,False,False,,-1,44.3814,0
2026-06-27 17:12:58,52,W+8.5,12428,3,True,False,False,,-1,44.2432,0
2026-06-27 17:13:43,76,W+4.5,15652,5,True,False,False,,-1,44.2495,0
2026-06-27 17:14:31,99,B+3.5,19286,6,True,False,False,,-1,44.2977,0
2026-06-27 17:15:06,69,B+0.5,13249,6,True,False,False,,-1,44.1827,0
2026-06-27 17:16:01,110,B+3.5,22822,6,True,False,False,,-1,44.3253,0
2026-06-27 17:16:54,109,B+1.5,22535,8,True,False,False,,-1,44.4368,0
2026-06-27 17:17:24,58,W+12.5,10639,3,True,False,False,,-1,44.2519,0
2026-06-27 17:18:19,123,W+12.5,23496,11,True,False,False,,-1,44.3824,0
2026-06-27 17:19:24,129,B+16.5,24990,5,True,False,False,,-1,44.6448,0
2026-06-27 17:20:10,90,W+4.5,17475,5,True,False,False,,-1,44.6694,0
2026-06-27 17:20:59,98,B+1.5,20053,6,True,False,False,,-1,44.7117,0
2026-06-27 17:21:43,73,B+13.5,16637,4,True,False,False,,-1,44.7118,0
2026-06-27 17:22:57,134,B+11.5,28727,10,True,False,False,,-1,45.0663,0
2026-06-27 17:23:42,85,B+4.5,15243,7,True,False,False,,-1,45.0612,0
2026-06-27 17:24:44,125,B+0.5,25161,7,True,False,False,,-1,45.2543,0
2026-06-27 17:25:27,79,B+3.5,14715,11,True,False,False,,-1,45.2335,0
2026-06-27 17:26:00,72,W+3.5,12896,2,True,False,False,,-1,45.0981,0
2026-06-27 17:26:51,92,W+16.5,19456,4,True,False,False,,-1,45.1628,0
