datetime,training_steps,policy_loss,value_loss,certainty_loss,learning_rate,total_games,total_samples
2026-06-27 16:08:45,7400,2.982081413269043,0.6926429271697998,0.03402668610215187,0.01,55000,4557084
2026-06-27 16:09:07,7600,2.9427685737609863,0.6912898421287537,0.03313082456588745,0.01,55000,4557084
2026-06-27 16:09:29,7800,3.026463508605957,0.7159783244132996,0.0363258495926857,0.01,55000,4557084
2026-06-27 16:09:50,8000,2.997528553009033,0.7033144235610962,0.03454798460006714,0.01,55000,4557084
2026-06-27 16:51:01,8200,2.879610538482666,0.6103835701942444,0.029731735587120056,0.01,60000,4713793
2026-06-27 16:51:23,8400,2.881671667098999,0.6211889386177063,0.031074369326233864,0.01,60000,4713793
2026-06-27 16:51:44,8600,2.8816802501678467,0.691431999206543,0.03644793853163719,0.01,60000,4713793
2026-06-27 16:52:05,8800,2.8825507164001465,0.6551793813705444,0.03454424440860748,0.01,60000,4713793
2026-06-27 16:52:27,9000,2.903550386428833,0.6624881625175476,0.03446204215288162,0.01,60000,4713793
2026-06-27 17:33:43,9200,2.937286853790283,0.6608599424362183,0.03372195363044739,0.01,65000,4870692
2026-06-27 17:34:04,9400,2.8667984008789062,0.6319568157196045,0.031773313879966736,0.01,65000,4870692
2026-06-27 17:34:25,9600,2.8708620071411133,0.6537113189697266,0.0336289256811142,0.01,65000,4870692
2026-06-27 17:34:45,9800,2.849456787109375,0.642198383808136,0.03427756205201149,0.01,65000,4870692
2026-06-27 17:35:06,10000,2.917241096496582,0.6588976383209229,0.03373520076274872,0.01,65000,4870692
2026-06-27 18:16:30,10200,2.6431422233581543,0.5809129476547241,0.025656679645180702,0.01,70000,5029953
2026-06-27 18:16:51,10400,2.849169969558716,0.6311973333358765,0.033826492726802826,0.01,70000,5029953
2026-06-27 18:17:12,10600,2.9104716777801514,0.6374644637107849,0.03180273622274399,0.01,70000,5029953
2026-06-27 18:17:32,10800,2.8451900482177734,0.5954980850219727,0.03417803719639778,0.01,70000,5029953
2026-06-27 18:17:53,11000,2.9528913497924805,0.6330102682113647,0.03217582404613495,0.01,70000,5029953
2026-06-27 18:59:41,11200,2.8407325744628906,0.6141655445098877,0.02838262915611267,0.01,75000,5193383
2026-06-27 19:00:01,11400,2.8394737243652344,0.6213817000389099,0.03382193297147751,0.01,75000,5193383
2026-06-27 19:00:22,11600,2.7485194206237793,0.6012716889381409,0.026054300367832184,0.01,75000,5193383
2026-06-27 19:00:43,11800,2.8739914894104004,0.6289656162261963,0.031016413122415543,0.01,75000,5193383
2026-06-27 19:01:03,12000,2.847663640975952,0.6218653917312622,0.034043729305267334,0.01,75000,5193383
2026-06-27 19:43:01,12200,2.8310251235961914,0.6023464798927307,0.031397782266139984,0.01,80000,5356463
2026-06-27 19:43:20,12400,2.674957752227783,0.5470170974731445,0.02540183812379837,0.01,80000,5356463
2026-06-27 19:43:41,12600,2.7435436248779297,0.5467015504837036,0.024683482944965363,0.01,80000,5356463
2026-06-27 19:44:01,12800,2.6710307598114014,0.575648844242096,0.026875896379351616,0.01,80000,5356463
2026-06-27 19:44:21,13000,2.668424606323242,0.5550380945205688,0.02300286665558815,0.01,80000,5356463
